VARIABLE_NAME,VARIABLE_VALUE
RPL_SEMI_SYNC_MASTER_NO_TX,0
RPL_SEMI_SYNC_MASTER_REQUEST_ACK,0
RPL_SEMI_SYNC_MASTER_STATUS,OFF
RPL_SEMI_SYNC_MASTER_TIMEFUNC_FAILURES,0
RPL_SEMI_SYNC_MASTER_TX_AVG_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_TX_WAIT_TIME,0
RPL_SEMI_SYNC_MASTER_TX_WAITS,0
RPL_SEMI_SYNC_MASTER_WAIT_POS_BACKTRAVERSE,0
RPL_SEMI_SYNC_MASTER_WAIT_SESSIONS,0
RPL_SEMI_SYNC_MASTER_YES_TX,0
RPL_SEMI_SYNC_SLAVE_SEND_ACK,0
RPL_SEMI_SYNC_SLAVE_STATUS,OFF
RPL_STATUS,AUTH_MASTER
RPL_TRANSACTIONS_MULTI_ENGINE,0
SELECT_FULL_JOIN,0
SELECT_FULL_RANGE_JOIN,0
SELECT_RANGE,0
SELECT_RANGE_CHECK,0
SELECT_SCAN,2
SLAVE_CONNECTIONS,0
SLAVE_HEARTBEAT_PERIOD,0.000
SLAVE_OPEN_TEMP_TABLES,0
SLAVE_RECEIVED_HEARTBEATS,0
SLAVE_RETRIED_TRANSACTIONS,0
SLAVE_RUNNING,OFF
SLAVE_SKIPPED_ERRORS,0
SLAVES_CONNECTED,0
SLAVES_RUNNING,0
SLOW_LAUNCH_THREADS,0
SLOW_QUERIES,0
SORT_MERGE_PASSES,0
SORT_PRIORITY_QUEUE_SORTS,0
SORT_RANGE,0
SORT_ROWS,0
SORT_SCAN,0
SSL_ACCEPT_RENEGOTIATES,0
SSL_ACCEPTS,0
SSL_CALLBACK_CACHE_HITS,0
SSL_CIPHER,<blank>
SSL_CIPHER_LIST,<blank>
SSL_CLIENT_CONNECTS,0
SSL_CONNECT_RENEGOTIATES,0
SSL_CTX_VERIFY_DEPTH,0
SSL_CTX_VERIFY_MODE,0
SSL_DEFAULT_TIMEOUT,0
SSL_FINISHED_ACCEPTS,0
SSL_FINISHED_CONNECTS,0
SSL_SERVER_NOT_AFTER,<blank>
SSL_SERVER_NOT_BEFORE,<blank>
SSL_SESSION_CACHE_HITS,0
SSL_SESSION_CACHE_MISSES,0
SSL_SESSION_CACHE_MODE,NONE
SSL_SESSION_CACHE_OVERFLOWS,0
SSL_SESSION_CACHE_SIZE,0
SSL_SESSION_CACHE_TIMEOUTS,0
SSL_SESSIONS_REUSED,0
SSL_USED_SESSION_CACHE_ENTRIES,0
SSL_VERIFY_DEPTH,0
SSL_VERIFY_MODE,0
SSL_VERSION,<blank>
SUBQUERY_CACHE_HIT,74648789
SUBQUERY_CACHE_MISS,125976126
SYNCS,417486
TABLE_LOCKS_IMMEDIATE,400817488
TABLE_LOCKS_WAITED,21562
TABLE_OPEN_CACHE_ACTIVE_INSTANCES,1
TABLE_OPEN_CACHE_HITS,4
TABLE_OPEN_CACHE_MISSES,0
TABLE_OPEN_CACHE_OVERFLOWS,0
TC_LOG_MAX_PAGES_USED,0
TC_LOG_PAGE_SIZE,0
TC_LOG_PAGE_WAITS,0
THREADPOOL_IDLE_THREADS,0
THREADPOOL_THREADS,0
THREADS_CACHED,54
THREADS_CONNECTED,116
THREADS_CREATED,170
THREADS_RUNNING,1
TRANSACTIONS_GTID_FOREIGN_ENGINE,0
TRANSACTIONS_MULTI_ENGINE,0
UPDATE_SCAN,0
UPTIME,553792
UPTIME_SINCE_FLUSH_STATUS,553792
WSREP,0
WSREP_APPLIER_THREAD_COUNT,0
WSREP_CLUSTER_CAPABILITIES,<blank>
WSREP_CLUSTER_CONF_ID,18446744073709551615
WSREP_CLUSTER_SIZE,0
WSREP_CLUSTER_STATE_UUID,<blank>
WSREP_CLUSTER_STATUS,Disconnected
WSREP_CONNECTED,OFF
WSREP_LOCAL_BF_ABORTS,0
WSREP_LOCAL_INDEX,18446744073709551615
WSREP_PROVIDER_CAPABILITIES,<blank>
WSREP_PROVIDER_NAME,<blank>
WSREP_PROVIDER_VENDOR,<blank>
WSREP_PROVIDER_VERSION,<blank>
WSREP_READY,OFF
WSREP_ROLLBACKER_THREAD_COUNT,0
WSREP_THREAD_COUNT,0

